"file_path","dance","start_frame","start_grid_cell","start_x","start_y","end_frame","end_x","end_y","type","path_type","clearness","angle","_datetime","_run_time","_lon","_lat","st_astext"
"nap-mag12552202/2023-6-27/Record_2023-6-27_15-10-23_csi0.mp4",8,24758,"B5",1089,352,24794,1112,353,"linear","linear","clear",94,"2023-06-27 15:17:15.633333","0.6000","-0.6912708711442116","46.15531481776462","POINT(-0.691270871144212 46.15531481776462)"
"nap-mag12552202/2023-6-27/Record_2023-6-27_15-10-23_csi0.mp4",9,23519,"B4",904,359,23577,925,355,"linear","linear","clear",83,"2023-06-27 15:16:54.983333","0.9667","-0.6932031088723565","46.15565296688613","POINT(-0.693203108872356 46.15565296688613)"
"nap-mag12552202/2023-6-27/Record_2023-6-27_15-10-23_csi0.mp4",9,23669,"B4",913,353,23700,926,342,"linear","linear","clear",50,"2023-06-27 15:16:57.483333","0.5167","-0.6916330332824636","46.15384274641277","POINT(-0.691633033282464 46.15384274641277)"
"nap-mag12552202/2023-6-27/Record_2023-6-27_15-10-23_csi0.mp4",9,23785,"B4",911,352,23824,929,340,"linear","linear","clear",58,"2023-06-27 15:16:59.416667","0.6500","-0.6922897852895269","46.15414501129485","POINT(-0.692289785289527 46.15414501129485)"
"nap-mag12552202/2023-6-27/Record_2023-6-27_15-10-23_csi0.mp4",9,23914,"B4",919,337,23957,939,331,"linear","linear","clear",73,"2023-06-27 15:17:01.566667","0.7167","-0.6924036667045783","46.15480888488181","POINT(-0.692403666704578 46.15480888488181)"
"nap-mag12552202/2023-6-27/Record_2023-6-27_15-10-23_csi0.mp4",9,24078,"B4",919,327,24120,932,314,"linear","linear","clear",47,"2023-06-27 15:17:04.3","0.7000","-0.6925402821673065","46.153692086279314","POINT(-0.692540282167306 46.153692086279314)"
"nap-mag12552202/2023-6-27/Record_2023-6-27_15-10-23_csi0.mp4",9,24213,"B4",918,316,24258,941,302,"linear","linear","clear",57,"2023-06-27 15:17:06.55","0.7500","-0.6927853357638446","46.15413509312183","POINT(-0.692785335763845 46.15413509312183)"
"nap-mag12552202/2023-6-27/Record_2023-6-27_15-10-23_csi0.mp4",9,24374,"B4",932,303,24409,946,296,"linear","linear","clear",63,"2023-06-27 15:17:09.233333","0.5833","-0.6919042915943288","46.154295833720006","POINT(-0.691904291594329 46.154295833720006)"
"nap-mag12552202/2023-6-27/Record_2023-6-27_15-10-23_csi0.mp4",10,35798,"C5",1076,530,35827,1094,507,"linear","linear","clear",38,"2023-06-27 15:20:19.633333","0.4833","-0.6914001977307389","46.153554524290776","POINT(-0.691400197730739 46.153554524290776)"
"nap-mag12552202/2023-6-27/Record_2023-6-27_15-10-23_csi0.mp4",10,35900,"C5",1080,921,35945,1102,515,"linear","linear","clear",75,"2023-06-27 15:20:21.333333","0.7500","-0.69244561460815","46.15501635646344","POINT(-0.69244561460815 46.15501635646344)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_11-39-12_csi0.mp4",2,2824,"B3",543,244,3100,528,276,"linear","linear","clear",186,"2022-06-28 11:39:59.066667","4.6000","-0.7089293871770023","46.16221703101498","POINT(-0.708929387177002 46.16221703101498)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_11-39-12_csi0.mp4",8,6509,"C4",960,496,6619,955,486,"stopped","non-linear","stopped",259,"2022-06-28 11:41:00.483333","1.8333","-0.6866238169856305","46.160119486585295","POINT(-0.68662381698563 46.160119486585295)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",15,26222,"D2",328,634,26265,325,639,"stopped","linear","stopped",186,"2022-06-28 13:06:33.033333","0.7167","-0.6906653192768832","46.156150650129305","POINT(-0.690665319276883 46.156150650129305)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_11-39-12_csi0.mp4",2,3236,"B3",535,256,3524,517,272,"linear","linear","clear",224,"2022-06-28 11:40:05.933333","4.8000","-0.6977066885436237","46.16962869519623","POINT(-0.697706688543624 46.16962869519623)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-29-15_csi0.mp4",0,23392,"C2",315,475,23584,294,485,"linear","linear","clear",257,"2022-06-28 12:35:44.866667","3.2000","-0.6806974280469167","46.16352984799129","POINT(-0.680697428046917 46.16352984799129)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-29-15_csi0.mp4",0,24701,"C2",341,549,24845,321,541,"linear","linear","clear",263,"2022-06-28 12:36:06.683333","2.4000","-0.68172673427185","46.16063105229693","POINT(-0.68172673427185 46.16063105229693)"
"nap-mag12552203/2023-8-28/Record_2023-8-28_16-50-28_csi0.mp4",0,3278,"D1",94,569,3373,133,541,"linear","linear","clear",55,"2023-08-28 16:51:22.633333","1.5833","-0.6963722619408598","46.15607484846516","POINT(-0.69637226194086 46.15607484846516)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_15-59-25_csi0.mp4",4,0,"C2",417,516,369,485,514,"linear","linear","out-of-time",90,"2022-06-28 15:59:25","6.1500","-0.7068307897160848","46.17157685053685","POINT(-0.706830789716085 46.17157685053685)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-29-15_csi0.mp4",9,1871,"D1",73,624,1965,60,649,"non-linear","linear","clear",183,"2022-06-28 12:29:46.183333","1.5667","-0.6947097414500026","46.1577244973092","POINT(-0.694709741450003 46.1577244973092)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-29-15_csi0.mp4",9,2080,"D1",79,619,2160,79,635,"linear","linear","clear",174,"2022-06-28 12:29:49.666667","1.3333","-0.6944658883034814","46.15665583403757","POINT(-0.694465888303481 46.15665583403757)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",7,12878,"C3",595,535,13023,582,574,"linear","linear","clear",191,"2022-06-28 13:02:50.633333","2.4167","-0.6939855759573195","46.16165633181131","POINT(-0.69398557595732 46.16165633181131)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",7,13208,"C3",585,530,13377,592,574,"linear","linear","clear",173,"2022-06-28 13:02:56.133333","2.8167","-0.6983546051044862","46.16136774323108","POINT(-0.698354605104486 46.16136774323108)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",7,14485,"B3",532,389,14634,523,433,"linear","linear","clear",197,"2022-06-28 13:03:17.416667","2.4833","-0.6926839541802738","46.162234222121135","POINT(-0.692683954180274 46.162234222121135)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",7,14713,"C2",488,414,14885,461,449,"non-linear","linear","clear",184,"2022-06-28 13:03:21.216667","2.8667","-0.6962572354260458","46.16261652300791","POINT(-0.696257235426046 46.16261652300791)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-29-15_csi0.mp4",1,171,"B3",714,380,428,698,396,"linear","linear","clear",211,"2022-06-28 12:29:17.85","4.2833","-0.6957019318375437","46.16819480785625","POINT(-0.695701931837544 46.16819480785625)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-29-15_csi0.mp4",1,634,"B3",743,361,918,735,390,"linear","linear","clear",186,"2022-06-28 12:29:25.566667","4.7333","-0.7053209727353194","46.1660510103616","POINT(-0.705320972735319 46.1660510103616)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-29-15_csi0.mp4",1,1139,"B3",745,380,1410,727,406,"linear","linear","clear",208,"2022-06-28 12:29:33.983333","4.5167","-0.6971960972814107","46.16870485002319","POINT(-0.697196097281411 46.16870485002319)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-29-15_csi0.mp4",1,1615,"B3",734,370,1913,725,391,"linear","linear","clear",184,"2022-06-28 12:29:41.916667","4.9667","-0.7067543463050879","46.166227010217305","POINT(-0.706754346305088 46.166227010217305)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",1,34000,"B3",587,387,34096,592,410,"linear","linear","clear",179,"2022-06-28 13:08:42.666667","1.6000","-0.6934195726300291","46.15861425508227","POINT(-0.693419572630029 46.15861425508227)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",1,34476,"C3",595,407,34540,596,433,"linear","linear","clear",179,"2022-06-28 13:08:50.6","1.0667","-0.6919528593870478","46.1570449222722","POINT(-0.691952859387048 46.1570449222722)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",1,34659,"C3",587,405,34746,587,424,"linear","linear","clear",176,"2022-06-28 13:08:53.65","1.4500","-0.6933267230895807","46.15802564665979","POINT(-0.693326723089581 46.15802564665979)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",1,34871,"B3",573,381,34972,581,419,"linear","linear","clear",174,"2022-06-28 13:08:57.183333","1.6833","-0.6942483838182621","46.158556684183665","POINT(-0.694248383818262 46.158556684183665)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",1,35094,"B3",572,390,35192,563,415,"non-linear","linear","clear",184,"2022-06-28 13:09:00.9","1.6333","-0.6928913671470516","46.15896610169504","POINT(-0.692891367147052 46.15896610169504)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",1,35295,"B3",582,392,35375,585,415,"linear","linear","clear",170,"2022-06-28 13:09:04.25","1.3333","-0.6935242492441989","46.157382674754636","POINT(-0.693524249244199 46.157382674754636)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",1,35507,"B3",593,396,35601,595,429,"linear","linear","clear",181,"2022-06-28 13:09:07.783333","1.5667","-0.6929748065522301","46.15866655074437","POINT(-0.69297480655223 46.15866655074437)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",9,21598,"D2",480,567,21851,487,608,"linear","linear","clear",182,"2022-06-28 13:05:15.966667","4.2167","-0.6999899305227213","46.166591086676306","POINT(-0.699989930522721 46.166591086676306)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-19-17_csi0.mp4",15,14490,"C3",522,547,14536,535,532,"linear","linear","clear",37,"2022-06-28 13:23:18.5","0.7667","-0.6898903458595083","46.15128518451595","POINT(-0.689890345859508 46.15128518451595)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",15,23896,"D2",320,585,24168,303,621,"linear","linear","clear",205,"2022-06-28 13:05:54.266667","4.5333","-0.6922058819127347","46.169657152256846","POINT(-0.692205881912735 46.169657152256846)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",15,24297,"D2",337,574,24531,307,630,"linear","linear","clear",200,"2022-06-28 13:06:00.95","3.9000","-0.6934499870889743","46.167239063744034","POINT(-0.693449987088974 46.167239063744034)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",15,24686,"D2",312,564,24945,306,616,"linear","linear","clear",196,"2022-06-28 13:06:07.433333","4.3167","-0.6953950149816245","46.16839412280788","POINT(-0.695395014981624 46.16839412280788)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",15,25093,"D2",356,579,25335,330,630,"linear","linear","clear",197,"2022-06-28 13:06:14.216667","4.0333","-0.6946338485245004","46.16750933597902","POINT(-0.6946338485245 46.16750933597902)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",9,21967,"D2",465,574,22238,469,616,"linear","linear","clear",170,"2022-06-28 13:05:22.116667","4.5167","-0.7045790464491005","46.165498426437885","POINT(-0.7045790464491 46.165498426437885)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",9,22397,"D2",468,563,22705,465,612,"linear","linear","clear",184,"2022-06-28 13:05:29.283333","5.1333","-0.701587811934584","46.16965825758724","POINT(-0.701587811934584 46.16965825758724)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-29-15_csi0.mp4",2,20828,"C2",263,431,21191,252,503,"linear","linear","clear",187,"2022-06-28 12:35:02.133333","6.0500","-0.7082517077080709","46.170404720446484","POINT(-0.708251707708071 46.170404720446484)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",9,22847,"D2",472,576,23078,480,612,"linear","linear","clear",168,"2022-06-28 13:05:36.783333","3.8500","-0.7027709111834257","46.16346031720571","POINT(-0.702770911183426 46.16346031720571)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-29-15_csi0.mp4",2,21349,"C2",267,457,21678,262,516,"non-linear","linear","clear",188,"2022-06-28 12:35:10.816667","5.4833","-0.7060640278614765","46.16906191629014","POINT(-0.706064027861476 46.16906191629014)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-29-15_csi0.mp4",2,21932,"C2",393,430,22160,387,473,"linear","linear","clear",178,"2022-06-28 12:35:20.533333","3.8000","-0.7032791479580243","46.162826696934154","POINT(-0.703279147958024 46.162826696934154)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-29-15_csi0.mp4",2,22901,"B3",552,344,23018,553,374,"linear","linear","clear",172,"2022-06-28 12:35:36.683333","1.9500","-0.6969797044712815","46.15792480844066","POINT(-0.696979704471282 46.15792480844066)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-29-15_csi0.mp4",2,23224,"B3",543,381,23565,521,454,"non-linear","linear","clear",190,"2022-06-28 12:35:42.066667","5.6833","-0.705886251019644","46.17003369407305","POINT(-0.705886251019644 46.17003369407305)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-29-15_csi0.mp4",2,17025,"C3",606,516,17356,605,560,"linear","linear","clear",181,"2022-06-28 12:33:58.75","5.5167","-0.7090641053873676","46.1673533386793","POINT(-0.709064105387368 46.1673533386793)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-29-15_csi0.mp4",2,17491,"C3",611,527,17866,606,589,"linear","linear","clear",183,"2022-06-28 12:34:06.516667","6.2500","-0.7109497766851613","46.16968169151585","POINT(-0.710949776685161 46.16968169151585)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-29-15_csi0.mp4",2,18002,"C3",629,549,18343,626,595,"linear","linear","clear",179,"2022-06-28 12:34:15.033333","5.6833","-0.7103432347419132","46.1672441474","POINT(-0.710343234741913 46.1672441474)"
"nap-mag12552203/2023-8-28/Record_2023-8-28_16-50-28_csi0.mp4",0,3446,"D1",121,583,3533,153,550,"linear","linear","clear",44,"2023-08-28 16:51:25.433333","1.4500","-0.6961867347663911","46.15496466453821","POINT(-0.696186734766391 46.15496466453821)"
"nap-mag12552203/2023-8-28/Record_2023-8-28_16-50-28_csi0.mp4",0,3621,"D1",129,578,3734,168,539,"linear","linear","clear",46,"2023-08-28 16:51:28.35","1.8833","-0.6982395388626688","46.15550334161053","POINT(-0.698239538862669 46.15550334161053)"
"nap-mag12552203/2023-8-28/Record_2023-8-28_16-50-28_csi0.mp4",0,3836,"D1",147,556,3916,160,519,"linear","linear","clear",21,"2023-08-28 16:51:31.933333","1.3333","-0.6956274434073283","46.153013368927674","POINT(-0.695627443407328 46.153013368927674)"
"nap-mag12552203/2023-8-28/Record_2023-8-28_16-50-28_csi0.mp4",0,3996,"D1",140,568,4092,169,535,"linear","linear","clear",43,"2023-08-28 16:51:34.6","1.6000","-0.6969492775128826","46.15497709049783","POINT(-0.696949277512883 46.15497709049783)"
"nap-mag12552203/2023-8-28/Record_2023-8-28_16-50-28_csi0.mp4",0,4202,"D1",157,562,4271,176,536,"linear","linear","clear",35,"2023-08-28 16:51:38.033333","1.1500","-0.694811241787407","46.1541169887275","POINT(-0.694811241787407 46.1541169887275)"
"nap-mag12552203/2023-8-28/Record_2023-8-28_16-50-28_csi0.mp4",0,4348,"D1",123,558,4452,171,526,"linear","linear","clear",57,"2023-08-28 16:51:40.466667","1.7333","-0.6969511589793389","46.156476133064096","POINT(-0.696951158979339 46.156476133064096)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",4,3993,"C2",291,493,4071,302,513,"linear","linear","clear",143,"2022-06-28 13:00:22.55","1.3000","-0.6952963075937242","46.15523959986518","POINT(-0.695296307593724 46.15523959986518)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_11-39-12_csi0.mp4",2,4652,"B2",497,336,4943,473,363,"linear","linear","clear",223,"2022-06-28 11:40:29.533333","4.8500","-0.6981973459958124","46.1696877573658","POINT(-0.698197345995812 46.1696877573658)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",0,20923,"C3",663,426,20995,666,448,"linear","linear","clear",179,"2022-06-28 13:05:04.716667","1.2000","-0.6924077060439092","46.157396696322884","POINT(-0.692407706043909 46.157396696322884)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",0,21142,"C3",641,426,21242,654,443,"linear","linear","clear",169,"2022-06-28 13:05:08.366667","1.6667","-0.6948652832097186","46.158112549715156","POINT(-0.694865283209719 46.158112549715156)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",0,21353,"C3",637,454,21429,646,478,"linear","linear","clear",177,"2022-06-28 13:05:11.883333","1.2667","-0.6927787953880197","46.157501627144256","POINT(-0.69277879538802 46.157501627144256)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",0,21574,"C3",648,412,21675,655,440,"linear","linear","clear",169,"2022-06-28 13:05:15.566667","1.6833","-0.6949192467451463","46.1581513761619","POINT(-0.694919246745146 46.1581513761619)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",0,21820,"C3",628,416,21896,632,433,"linear","linear","clear",168,"2022-06-28 13:05:19.666667","1.2667","-0.6935418652691641","46.15704868311641","POINT(-0.693541865269164 46.15704868311641)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-19-17_csi0.mp4",1,2938,"B2",452,359,3027,467,388,"linear","linear","clear",143,"2022-06-28 13:20:05.966667","1.4833","-0.6956868092876647","46.15626674442681","POINT(-0.695686809287665 46.15626674442681)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-29-15_csi0.mp4",2,13784,"C2",447,469,13898,449,487,"stopped","non-linear","stopped",179,"2022-06-28 12:33:04.733333","1.9000","-0.6961488394397022","46.15836667200322","POINT(-0.696148839439702 46.15836667200322)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-29-15_csi0.mp4",2,28769,"D3",656,559,28835,660,572,"stopped","linear","stopped",195,"2022-06-28 12:37:14.483333","1.1000","-0.6918801309305206","46.15721439844799","POINT(-0.691880130930521 46.15721439844799)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-29-15_csi0.mp4",2,29418,"C2",470,492,29583,456,523,"stopped","linear","stopped",206,"2022-06-28 12:37:25.3","2.7500","-0.6937667914912611","46.162968722855695","POINT(-0.693766791491261 46.162968722855695)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-29-15_csi0.mp4",2,31729,"C2",439,549,31931,444,572,"stopped","linear","stopped",195,"2022-06-28 12:38:03.816667","3.3667","-0.6975198331686916","46.16413571728089","POINT(-0.697519833168692 46.16413571728089)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",15,23727,"D2",331,591,23800,311,623,"stopped","non-linear","stopped",206,"2022-06-28 13:05:51.45","1.2167","-0.6897691160903039","46.158147680045296","POINT(-0.689769116090304 46.158147680045296)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_11-39-12_csi0.mp4",8,12603,"C4",979,471,12742,966,471,"stopped","linear","stopped",272,"2022-06-28 11:42:42.05","2.3167","-0.6835249626584969","46.16108693112546","POINT(-0.683524962658497 46.16108693112546)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-19-17_csi0.mp4",1,3104,"B2",454,346,3198,448,370,"linear","linear","clear",178,"2022-06-28 13:20:08.733333","1.5667","-0.6927333253314562","46.158759577705545","POINT(-0.692733325331456 46.158759577705545)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",15,17772,"D3",567,580,18024,540,639,"linear","linear","clear",182,"2022-06-28 13:04:12.2","4.2000","-0.7002588289555269","46.16640269738075","POINT(-0.700258828955527 46.16640269738075)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",15,18152,"D3",589,593,18419,535,638,"linear","linear","clear",219,"2022-06-28 13:04:18.533333","4.4500","-0.6870604796495571","46.16946465572574","POINT(-0.687060479649557 46.16946465572574)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-19-17_csi0.mp4",4,2153,"C1",182,542,2222,177,574,"linear","linear","clear",183,"2022-06-28 13:19:52.883333","1.1500","-0.6912858745047248","46.157616207877474","POINT(-0.691285874504725 46.157616207877474)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-19-17_csi0.mp4",8,19336,"C2",319,403,19403,327,415,"linear","linear","clear",137,"2022-06-28 13:24:39.266667","1.1167","-0.6942152867087227","46.155438713498484","POINT(-0.694215286708723 46.155438713498484)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-19-17_csi0.mp4",8,20028,"B2",317,372,20098,325,390,"linear","linear","clear",125,"2022-06-28 13:24:50.8","1.1667","-0.6947811605610681","46.154757121024495","POINT(-0.694781160561068 46.154757121024495)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",9,25797,"C2",503,562,26069,497,595,"linear","linear","clear",193,"2022-06-28 13:06:25.95","4.5333","-0.6968497040470697","46.16885248705254","POINT(-0.69684970404707 46.16885248705254)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",9,20557,"D2",447,560,20609,446,566,"stopped","linear","stopped",169,"2022-06-28 13:04:58.616667","0.8667","-0.6920592839663926","46.156093539018755","POINT(-0.692059283966393 46.156093539018755)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_13-19-17_csi0.mp4",23,35904,"D2",501,599,36003,513,616,"out-of-frame","linear","out-of-time",130,"2022-06-28 13:29:15.4","1.6500","-0.6969025129560826","46.155792186218456","POINT(-0.696902512956083 46.155792186218456)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",9,18448,"D2",503,619,18640,507,647,"linear","linear","clear",179,"2022-06-28 13:04:23.466667","3.2000","-0.69828775989539","46.163102954575685","POINT(-0.69828775989539 46.163102954575685)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",9,18779,"D2",475,607,18958,466,634,"linear","linear","clear",181,"2022-06-28 13:04:28.983333","2.9833","-0.6972207224299228","46.162680850033496","POINT(-0.697220722429923 46.162680850033496)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",9,19169,"D2",483,585,19381,482,614,"linear","linear","clear",179,"2022-06-28 13:04:35.483333","3.5333","-0.6992533621815713","46.16406090588557","POINT(-0.699253362181571 46.16406090588557)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",9,19526,"D2",462,562,19785,453,600,"linear","linear","clear",174,"2022-06-28 13:04:41.433333","4.3167","-0.703035301688625","46.16551098385183","POINT(-0.703035301688625 46.16551098385183)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",9,19912,"D2",462,560,20100,458,586,"linear","linear","clear",174,"2022-06-28 13:04:47.866667","3.1333","-0.6991895750334204","46.162327421727504","POINT(-0.69918957503342 46.162327421727504)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",9,20861,"C2",499,549,21091,493,578,"linear","linear","clear",169,"2022-06-28 13:05:03.683333","3.8333","-0.7024658953053085","46.16358035415812","POINT(-0.702465895305308 46.16358035415812)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",15,16971,"C3",615,545,17240,564,601,"linear","linear","clear",215,"2022-06-28 13:03:58.85","4.4833","-0.6886246514504808","46.16962966518259","POINT(-0.688624651450481 46.16962966518259)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",15,17430,"C3",590,547,17693,563,610,"linear","linear","clear",203,"2022-06-28 13:04:06.5","4.3833","-0.6932421964738695","46.16899863876452","POINT(-0.69324219647387 46.16899863876452)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",4,4212,"C2",295,474,4302,286,490,"linear","linear","clear",185,"2022-06-28 13:00:26.2","1.5000","-0.6929203787936874","46.15841736187656","POINT(-0.692920378793687 46.15841736187656)"
"nap-mag12552202/2022-6-28/Record_2022-6-28_12-59-16_csi0.mp4",4,4455,"C2",305,474,4538,310,486,"linear","linear","clear",155,"2022-06-28 13:00:30.25","1.3833","-0.6951226062179675","46.15625693265979","POINT(-0.695122606217968 46.15625693265979)"
